Datetime,Ambient Temperature [ºC],Diffuse Radiation [W/m2],Ultraviolet [W/m2],Global Radiation [W/m2],Datetime.year,Datetime.month,Datetime.day-of-month,Datetime.day-of-week,Datetime.hour,Datetime.minute,Datetime.second,B_Optimal - Power DC [W]
2017-01-02T21:23:00Z,8.900002,1.644319,0.510963,1.471509,2017,1,2,1,21,23,0,43.661
2017-01-02T21:24:00Z,8.85,1.66516,0.509867,1.543814,2017,1,2,1,21,24,0,43.89347
2017-01-02T21:25:00Z,8.766668,1.650771,0.509464,1.874509,2017,1,2,1,21,25,0,44.34646
2017-01-02T21:26:00Z,8.7,1.653623,0.509459,1.817708,2017,1,2,1,21,26,0,44.60642
2017-01-02T21:27:00Z,8.666668,1.848492,0.508867,1.854923,2017,1,2,1,21,27,0,44.75456
2017-01-02T21:28:00Z,8.6,1.770545,0.508464,1.826754,2017,1,2,1,21,28,0,45.02552
2017-01-02T21:29:00Z,8.566668,1.834878,0.507359,1.590262,2017,1,2,1,21,29,0,45.08992
2017-01-02T21:30:00Z,8.466668,2.461342,0.508666,2.402741,2017,1,2,1,21,30,0,45.75155
2017-01-02T21:31:00Z,8.250001,2.4759,0.506956,3.204585,2017,1,2,1,21,31,0,46.91095
2017-01-02T21:32:00Z,8.083333,3.135583,0.507157,3.718929,2017,1,2,1,21,32,0,47.75701
2017-01-02T21:33:00Z,7.950001,2.839864,0.507657,3.49254,2017,1,2,1,21,33,0,48.24581
2017-01-02T21:34:00Z,7.783334,3.806454,0.506956,4.230601,2017,1,2,1,21,34,0,49.15852
2017-01-02T21:35:00Z,7.583334,4.84571,0.506653,4.601683,2017,1,2,1,21,35,0,50.0922
2017-01-02T21:36:00Z,7.466667,4.536085,0.505557,4.576219,2017,1,2,1,21,36,0,50.57747
2017-01-02T21:37:00Z,7.35,4.383627,0.505553,4.406183,2017,1,2,1,21,37,0,51.01278
2017-01-02T21:38:00Z,7.266667,3.813023,0.503549,4.338406,2017,1,2,1,21,38,0,51.35141
2017-01-02T21:39:00Z,7.200001,4.081236,0.510994,4.133082,2017,1,2,1,21,39,0,51.54996
2017-01-02T21:40:00Z,7.166666,3.346193,0.510586,3.621423,2017,1,2,1,21,40,0,51.54033
2017-01-02T21:41:00Z,7.1,3.245115,0.509692,3.409669,2017,1,2,1,21,41,0,51.75418
2017-01-02T21:42:00Z,7.1,3.046059,0.508197,3.112249,2017,1,2,1,21,42,0,51.66542
2017-01-02T21:43:00Z,7.066666,2.840318,0.508688,2.703782,2017,1,2,1,21,43,0,51.67801
2017-01-02T21:44:00Z,7.0,2.66626,0.506986,2.585879,2017,1,2,1,21,44,0,51.92392
2017-01-02T21:45:00Z,7.083334,2.829309,0.505987,2.633494,2017,1,2,1,21,45,0,51.58996
2017-01-02T21:46:00Z,7.016667,1.898861,0.504978,2.303944,2017,1,2,1,21,46,0,51.7812
2017-01-02T21:47:00Z,7.0,1.660454,0.504781,2.171651,2017,1,2,1,21,47,0,51.81323
2017-01-02T21:48:00Z,7.0,1.850578,0.504285,1.81684,2017,1,2,1,21,48,0,51.69817
2017-01-02T21:49:00Z,7.0,1.643391,0.50197,2.090694,2017,1,2,1,21,49,0,51.79155
2017-01-02T21:50:00Z,7.0,2.18407,0.501663,2.106565,2017,1,2,1,21,50,0,51.7875
2017-01-02T21:51:00Z,7.0,1.644391,0.507096,1.89382,2017,1,2,1,21,51,0,51.7225
2017-01-02T21:52:00Z,6.9,1.84581,0.5096,1.793331,2017,1,2,1,21,52,0,52.10086
2017-01-02T21:53:00Z,6.9,1.857358,0.509095,2.300937,2017,1,2,1,21,53,0,52.26209
2017-01-02T21:54:00Z,6.85,2.470599,0.508495,2.35155,2017,1,2,1,21,54,0,52.47665
2017-01-02T21:55:00Z,6.8,2.249649,0.506794,2.503686,2017,1,2,1,21,55,0,52.73941
2017-01-02T21:56:00Z,6.733334,2.456486,0.505189,2.555799,2017,1,2,1,21,56,0,53.03237
2017-01-02T21:57:00Z,6.683333,2.868978,0.504483,3.018398,2017,1,2,1,21,57,0,53.38107
2017-01-02T21:58:00Z,6.6,2.663189,0.504785,2.833038,2017,1,2,1,21,58,0,53.67306
2017-01-02T21:59:00Z,6.6,2.314036,0.503281,2.426192,2017,1,2,1,21,59,0,53.55228
2017-01-02T22:00:00Z,6.5,2.242605,0.50058,2.398201,2017,1,2,1,22,0,0,54.99447
2017-01-02T22:01:00Z,6.5,2.879288,0.509227,2.916313,2017,1,2,1,22,1,0,55.13615
2017-01-02T22:02:00Z,6.5,2.734085,0.510231,2.406602,2017,1,2,1,22,2,0,54.97595
2017-01-02T22:03:00Z,6.5,2.460564,0.511441,2.430593,2017,1,2,1,22,3,0,54.98676
2017-01-02T22:04:00Z,6.5,2.052692,0.51134,2.216353,2017,1,2,1,22,4,0,54.92619
2017-01-02T22:05:00Z,6.5,2.33326,0.512941,2.507631,2017,1,2,1,22,5,0,55.01144
2017-01-02T22:06:00Z,6.5,1.908746,0.515247,2.129017,2017,1,2,1,22,6,0,54.89596
2017-01-02T22:07:00Z,6.5,1.648762,0.518045,1.774722,2017,1,2,1,22,7,0,54.78466
2017-01-02T22:08:00Z,6.5,1.645978,0.518251,1.461652,2017,1,2,1,22,8,0,54.68528
2017-01-02T22:09:00Z,6.6,1.647625,0.518049,1.89463,2017,1,2,1,22,9,0,54.40567
2017-01-02T22:10:00Z,6.6,1.657964,0.51715,1.77874,2017,1,2,1,22,10,0,54.36995
2017-01-02T22:11:00Z,6.6,1.656184,0.516352,1.389964,2017,1,2,1,22,11,0,54.24789
2017-01-02T22:12:00Z,6.633333,1.651292,0.514743,1.679423,2017,1,2,1,22,12,0,54.20275
2017-01-02T22:13:00Z,6.700001,1.649113,0.513844,1.677915,2017,1,2,1,22,13,0,53.92549
2017-01-02T22:14:00Z,6.700001,1.645212,0.512542,1.598875,2017,1,2,1,22,14,0,53.90222
2017-01-02T22:15:00Z,6.700001,1.65066,0.510538,1.72479,2017,1,2,1,22,15,0,53.94462
2017-01-02T22:16:00Z,6.766667,1.64808,0.509433,1.239836,2017,1,2,1,22,16,0,53.51452
2017-01-02T22:17:00Z,6.8,1.639671,0.508034,1.510516,2017,1,2,1,22,17,0,53.46323
2017-01-02T22:18:00Z,6.8,1.642913,0.507434,1.637793,2017,1,2,1,22,18,0,53.50426
2017-01-02T22:19:00Z,6.8,1.646544,0.506127,1.511636,2017,1,2,1,22,19,0,53.46595
2017-01-02T22:20:00Z,6.8,1.653278,0.504627,1.584924,2017,1,2,1,22,20,0,53.49099
2017-01-02T22:21:00Z,6.750001,1.656358,0.506031,1.509059,2017,1,2,1,22,21,0,53.67357
2017-01-02T22:22:00Z,6.700001,1.656225,0.51045,1.704946,2017,1,2,1,22,22,0,53.93835
2017-01-02T22:23:00Z,6.700001,1.651735,0.510253,1.666644,2017,1,2,1,22,23,0,53.92655
2017-01-02T22:24:00Z,6.700001,1.663966,0.508653,1.6859,2017,1,2,1,22,24,0,53.93452
2017-01-02T22:25:00Z,6.700001,1.655243,0.507039,1.660629,2017,1,2,1,22,25,0,53.92877
2017-01-02T22:26:00Z,6.700001,1.652346,0.506947,1.567717,2017,1,2,1,22,26,0,53.89952
2017-01-02T22:27:00Z,6.716667,1.652618,0.505447,1.593194,2017,1,2,1,22,27,0,53.84004
2017-01-02T22:28:00Z,6.8,1.655254,0.504939,1.55085,2017,1,2,1,22,28,0,53.47976
2017-01-02T22:29:00Z,6.8,1.652761,0.503939,1.607756,2017,1,2,1,22,29,0,53.49913
2017-01-02T22:30:00Z,6.8,1.654621,0.503531,1.688773,2017,1,2,1,22,30,0,53.52529
2017-01-02T22:31:00Z,6.833334,1.665684,0.502935,1.689126,2017,1,2,1,22,31,0,53.38699
2017-01-02T22:32:00Z,6.816666,1.669406,0.504347,1.910215,2017,1,2,1,22,32,0,53.52461
2017-01-02T22:33:00Z,6.816666,1.857838,0.511169,1.608893,2017,1,2,1,22,33,0,53.41698
2017-01-02T22:34:00Z,6.8,1.672819,0.510262,1.741652,2017,1,2,1,22,34,0,53.53295
2017-01-02T22:35:00Z,6.8,1.871063,0.510161,1.591227,2017,1,2,1,22,35,0,53.48196
2017-01-02T22:36:00Z,6.8,1.662791,0.510257,1.599622,2017,1,2,1,22,36,0,53.48815
2017-01-02T22:37:00Z,6.816667,1.661072,0.509065,1.806606,2017,1,2,1,22,37,0,53.48579
2017-01-02T22:38:00Z,6.8,1.644077,0.508661,1.5879,2017,1,2,1,22,38,0,53.48684
2017-01-02T22:39:00Z,6.8,1.848717,0.506855,1.505308,2017,1,2,1,22,39,0,53.45945
2017-01-02T22:40:00Z,6.8,1.643364,0.506754,1.435799,2017,1,2,1,22,40,0,53.44116
2017-01-02T22:41:00Z,6.8,1.647287,0.505846,1.511902,2017,1,2,1,22,41,0,53.46638
2017-01-02T22:42:00Z,6.8,1.639586,0.504947,1.671051,2017,1,2,1,22,42,0,53.51809
2017-01-02T22:43:00Z,6.8,1.64507,0.504549,1.498305,2017,1,2,1,22,43,0,53.4638
2017-01-02T22:44:00Z,6.883334,1.649399,0.506566,1.331679,2017,1,2,1,22,44,0,53.06084
2017-01-02T22:45:00Z,6.9,1.646904,0.510814,1.495955,2017,1,2,1,22,45,0,53.03788
2017-01-02T22:46:00Z,6.9,1.641588,0.510007,1.409069,2017,1,2,1,22,46,0,53.01151
2017-01-02T22:47:00Z,6.933333,1.633405,0.510713,1.311815,2017,1,2,1,22,47,0,52.84094
2017-01-02T22:48:00Z,7.0,1.640425,0.510108,1.469737,2017,1,2,1,22,48,0,52.61363
2017-01-02T22:49:00Z,7.0,1.643547,0.508903,1.403379,2017,1,2,1,22,49,0,52.59413
2017-01-02T22:50:00Z,7.05,1.64534,0.508302,1.243851,2017,1,2,1,22,50,0,52.33586
2017-01-02T22:51:00Z,7.1,1.637048,0.508205,1.535159,2017,1,2,1,22,51,0,52.2199
2017-01-02T22:52:00Z,7.1,1.632581,0.507806,1.487915,2017,1,2,1,22,52,0,52.20554
2017-01-02T22:53:00Z,7.1,1.63784,0.5065,1.327162,2017,1,2,1,22,53,0,52.15623
2017-01-02T22:54:00Z,7.1,1.640139,0.506403,1.393712,2017,1,2,1,22,54,0,52.1774
2017-01-02T22:55:00Z,7.083334,1.628774,0.506605,1.530207,2017,1,2,1,22,55,0,52.29006
2017-01-02T22:56:00Z,7.016667,1.638519,0.505596,1.082838,2017,1,2,1,22,56,0,52.4275
2017-01-02T22:57:00Z,7.0,1.649543,0.505294,1.389847,2017,1,2,1,22,57,0,52.59444
2017-01-02T22:58:00Z,7.0,1.63625,0.504391,1.625778,2017,1,2,1,22,58,0,52.67057
2017-01-02T22:59:00Z,7.0,1.643465,0.504588,1.573308,2017,1,2,1,22,59,0,52.65357
2017-01-02T23:00:00Z,7.0,1.635877,0.503895,1.533148,2017,1,2,1,23,0,0,53.67119
2017-01-02T23:01:00Z,7.05,1.648886,0.506105,1.403963,2017,1,2,1,23,1,0,53.41867
2017-01-02T23:02:00Z,7.15,1.664668,0.511625,1.117695,2017,1,2,1,23,2,0,52.90355
2017-01-02T23:03:00Z,7.266667,1.674147,0.512327,1.208452,2017,1,2,1,23,3,0,52.44473
2017-01-02T23:04:00Z,7.366667,1.666369,0.514533,1.022408,2017,1,2,1,23,4,0,51.96609
2017-01-02T23:05:00Z,7.483334,1.656005,0.516238,1.116605,2017,1,2,1,23,5,0,51.5074
2017-01-02T23:06:00Z,7.566666,1.656069,0.518444,1.028029,2017,1,2,1,23,6,0,51.12899
2017-01-02T23:07:00Z,7.633333,1.656637,0.51227,1.132717,2017,1,2,1,23,7,0,50.89219
2017-01-02T23:08:00Z,7.700001,1.648939,0.513077,1.023109,2017,1,2,1,23,8,0,50.57856
2017-01-02T23:09:00Z,7.700001,1.663793,0.513371,1.138352,2017,1,2,1,23,9,0,50.61442
2017-01-02T23:10:00Z,7.8,1.645556,0.513568,1.183999,2017,1,2,1,23,10,0,50.21196
2017-01-02T23:11:00Z,7.8,1.640446,0.513178,1.128525,2017,1,2,1,23,11,0,50.19499
2017-01-02T23:12:00Z,7.833334,1.634958,0.513072,1.124435,2017,1,2,1,23,12,0,50.05493
2017-01-02T23:13:00Z,7.9,1.641154,0.512068,1.016936,2017,1,2,1,23,13,0,49.74409
2017-01-02T23:14:00Z,8.0,1.638453,0.512568,1.194227,2017,1,2,1,23,14,0,49.38266
2017-01-02T23:15:00Z,8.049999,1.644763,0.511766,1.098067,2017,1,2,1,23,15,0,49.14465
2017-01-02T23:16:00Z,8.166667,1.64594,0.510358,1.098254,2017,1,2,1,23,16,0,48.66003
2017-01-02T23:17:00Z,8.2,1.65396,0.510963,1.100152,2017,1,2,1,23,17,0,48.52071
2017-01-02T23:18:00Z,8.233333,1.650869,0.511564,1.093908,2017,1,2,1,23,18,0,48.37901
2017-01-02T23:19:00Z,8.3,1.649023,0.51177,1.12226,2017,1,2,1,23,19,0,48.10977
2017-01-02T23:20:00Z,8.3,1.639904,0.511161,0.994886,2017,1,2,1,23,20,0,48.07038
2017-01-02T23:21:00Z,8.3,1.64306,0.511358,1.199552,2017,1,2,1,23,21,0,48.13489
2017-01-02T23:22:00Z,8.3,1.655716,0.51056,1.287571,2017,1,2,1,23,22,0,48.16358
2017-01-02T23:23:00Z,8.3,1.650019,0.512064,1.433477,2017,1,2,1,23,23,0,48.20794
2017-01-02T23:24:00Z,8.3,1.642347,0.511463,1.133797,2017,1,2,1,23,24,0,48.11394
2017-01-02T23:25:00Z,8.3,1.647317,0.511967,1.456968,2017,1,2,1,23,25,0,48.21555
2017-01-02T23:26:00Z,8.3,1.635077,0.512678,1.416292,2017,1,2,1,23,26,0,48.20195
2017-01-02T23:27:00Z,8.3,1.643314,0.51227,1.518739,2017,1,2,1,23,27,0,48.23479
2017-01-02T23:28:00Z,8.216666,1.646281,0.51227,1.612351,2017,1,2,1,23,28,0,48.61188
2017-01-02T23:29:00Z,8.2,1.638226,0.512875,1.593718,2017,1,2,1,23,29,0,48.67482
2017-01-02T23:30:00Z,8.2,1.648087,0.513967,1.765673,2017,1,2,1,23,30,0,48.72769
2017-01-02T23:31:00Z,8.2,1.655302,0.513072,1.500983,2017,1,2,1,23,31,0,48.64489
2017-01-02T23:32:00Z,8.2,1.649362,0.513072,1.631564,2017,1,2,1,23,32,0,48.68636
2017-01-02T23:33:00Z,8.2,1.648284,0.512976,1.398012,2017,1,2,1,23,33,0,48.61253
2017-01-02T23:34:00Z,8.2,1.646951,0.513476,1.404193,2017,1,2,1,23,34,0,48.61386
2017-01-02T23:35:00Z,8.149999,1.64201,0.514173,1.583332,2017,1,2,1,23,35,0,48.87827
2017-01-02T23:36:00Z,8.1,1.649193,0.51298,1.585613,2017,1,2,1,23,36,0,49.08891
2017-01-02T23:37:00Z,8.1,1.650157,0.513173,1.602908,2017,1,2,1,23,37,0,49.09412
2017-01-02T23:38:00Z,8.083333,1.644337,0.513976,1.892184,2017,1,2,1,23,38,0,49.25429
2017-01-02T23:39:00Z,7.983334,1.64388,0.513476,1.68382,2017,1,2,1,23,39,0,49.60594
2017-01-02T23:40:00Z,7.833334,2.321086,0.512779,2.611542,2017,1,2,1,23,40,0,50.51428
2017-01-02T23:41:00Z,7.666666,2.614541,0.514173,2.726755,2017,1,2,1,23,41,0,51.23879
2017-01-02T23:42:00Z,7.533334,2.740886,0.514866,3.284949,2017,1,2,1,23,42,0,51.96844
2017-01-02T23:43:00Z,7.433334,2.68748,0.515067,3.207298,2017,1,2,1,23,43,0,52.36151
2017-01-02T23:44:00Z,7.316666,2.593426,0.514765,2.961095,2017,1,2,1,23,44,0,52.77206
2017-01-02T23:45:00Z,7.3,2.244227,0.514866,2.717651,2017,1,2,1,23,45,0,52.77044
2017-01-02T23:46:00Z,7.3,2.261125,0.515072,2.64665,2017,1,2,1,23,46,0,52.74739
2017-01-02T23:47:00Z,7.216667,2.22128,0.514177,2.313315,2017,1,2,1,23,47,0,52.99116
2017-01-02T23:48:00Z,7.200001,2.167759,0.514568,2.304048,2017,1,2,1,23,48,0,53.05815
2017-01-02T23:49:00Z,7.283333,1.651154,0.513173,1.908356,2017,1,2,1,23,49,0,52.59621
2017-01-02T23:50:00Z,7.366667,1.64053,0.513774,1.307777,2017,1,2,1,23,50,0,52.05791
2017-01-02T23:51:00Z,7.55,1.648113,0.512673,1.050666,2017,1,2,1,23,51,0,51.21331
2017-01-02T23:52:00Z,7.95,1.637347,0.51327,1.027844,2017,1,2,1,23,52,0,49.53756
2017-01-02T23:53:00Z,8.366666,1.654976,0.512866,1.020041,2017,1,2,1,23,53,0,47.79787
2017-01-02T23:54:00Z,8.766666,1.651522,0.513476,1.047574,2017,1,2,1,23,54,0,46.13792
2017-01-02T23:55:00Z,8.983334,1.63627,0.511963,1.023193,2017,1,2,1,23,55,0,45.22897
2017-01-02T23:56:00Z,9.1,1.646467,0.513173,1.011659,2017,1,2,1,23,56,0,44.73708
2017-01-02T23:57:00Z,9.133334,1.648966,0.513572,1.007041,2017,1,2,1,23,57,0,44.59606
2017-01-02T23:58:00Z,9.233334,1.64411,0.512774,1.004742,2017,1,2,1,23,58,0,44.17947
2017-01-02T23:59:00Z,9.3,1.649234,0.513967,1.020868,2017,1,2,1,23,59,0,43.90495
2017-01-03T00:00:00Z,9.3,1.657355,0.513476,1.014816,2017,1,3,2,0,0,0,20.23502
2017-01-03T00:01:00Z,9.3,1.66236,0.512862,1.009019,2017,1,3,2,0,1,0,20.23389
2017-01-03T00:02:00Z,9.266668,1.666067,0.513577,1.082893,2017,1,3,2,0,2,0,20.39529
2017-01-03T00:03:00Z,9.15,1.658254,0.516282,1.296763,2017,1,3,2,0,3,0,20.94612
2017-01-03T00:04:00Z,9.05,1.655664,0.514076,1.478291,2017,1,3,2,0,4,0,21.42352
2017-01-03T00:05:00Z,8.933334,1.666246,0.512866,1.667179,2017,1,3,2,0,5,0,21.97121
2017-01-03T00:06:00Z,8.866666,1.655425,0.516085,1.585363,2017,1,3,2,0,6,0,22.21929
2017-01-03T00:07:00Z,8.8,1.667664,0.519987,1.399236,2017,1,3,2,0,7,0,22.43303
2017-01-03T00:08:00Z,8.8,1.867746,0.518369,1.781916,2017,1,3,2,0,8,0,22.55284
2017-01-03T00:09:00Z,8.8,1.724823,0.510542,1.805726,2017,1,3,2,0,9,0,22.57308
2017-01-03T00:10:00Z,8.8,1.660729,0.510244,1.685939,2017,1,3,2,0,10,0,22.53665
2017-01-03T00:11:00Z,8.8,1.662674,0.511038,1.573221,2017,1,3,2,0,11,0,22.49988
2017-01-03T00:12:00Z,8.8,1.65404,0.510841,1.566105,2017,1,3,2,0,12,0,22.49804
2017-01-03T00:13:00Z,8.866668,1.66456,0.510841,1.497885,2017,1,3,2,0,13,0,22.19825
2017-01-03T00:14:00Z,8.900002,1.656957,0.511345,1.695447,2017,1,3,2,0,14,0,22.1213
2017-01-03T00:15:00Z,8.883334,1.667695,0.510841,1.475157,2017,1,3,2,0,15,0,22.1215
2017-01-03T00:16:00Z,8.900002,1.656709,0.510446,1.535783,2017,1,3,2,0,16,0,22.07191
2017-01-03T00:17:00Z,8.833334,1.648048,0.510538,1.684845,2017,1,3,2,0,17,0,22.39715
2017-01-03T00:18:00Z,8.8,1.645917,0.510643,1.589203,2017,1,3,2,0,18,0,22.50575
2017-01-03T00:19:00Z,8.8,1.646257,0.511047,1.652437,2017,1,3,2,0,19,0,22.52525
2017-01-03T00:20:00Z,8.8,1.651947,0.510442,1.544003,2017,1,3,2,0,20,0,22.49159
2017-01-03T00:21:00Z,8.816668,1.668915,0.510946,1.590408,2017,1,3,2,0,21,0,22.43583
2017-01-03T00:22:00Z,8.900002,1.66339,0.510437,1.52054,2017,1,3,2,0,22,0,22.06697
2017-01-03T00:23:00Z,8.900002,1.656468,0.51074,1.696209,2017,1,3,2,0,23,0,22.12234
2017-01-03T00:24:00Z,8.900002,1.652508,0.51024,1.588871,2017,1,3,2,0,24,0,22.08906
2017-01-03T00:25:00Z,8.900002,1.659349,0.510047,1.481587,2017,1,3,2,0,25,0,22.05522
2017-01-03T00:26:00Z,8.900002,1.662881,0.510643,1.881067,2017,1,3,2,0,26,0,22.1809
2017-01-03T00:27:00Z,8.900002,1.65461,0.509648,1.536162,2017,1,3,2,0,27,0,22.0731
2017-01-03T00:28:00Z,8.900002,1.65556,0.510047,1.561376,2017,1,3,2,0,28,0,22.08055
2017-01-03T00:29:00Z,8.900002,1.654238,0.509644,1.597932,2017,1,3,2,0,29,0,22.09268
2017-01-03T00:30:00Z,8.900002,1.65018,0.510547,1.599023,2017,1,3,2,0,30,0,22.09192
2017-01-03T00:31:00Z,8.833334,1.656838,0.510639,1.572024,2017,1,3,2,0,31,0,22.36113
2017-01-03T00:32:00Z,8.8,1.64333,0.509345,1.784079,2017,1,3,2,0,32,0,22.56921
2017-01-03T00:33:00Z,8.8,1.663597,0.509144,1.45572,2017,1,3,2,0,33,0,22.46512
2017-01-03T00:34:00Z,8.8,1.668861,0.51024,1.578654,2017,1,3,2,0,34,0,22.50253
2017-01-03T00:35:00Z,8.8,1.657871,0.509345,1.635449,2017,1,3,2,0,35,0,22.52188
2017-01-03T00:36:00Z,8.7,1.650135,0.50985,1.776698,2017,1,3,2,0,36,0,22.98308
2017-01-03T00:37:00Z,8.683334,1.854449,0.510043,1.939432,2017,1,3,2,0,37,0,23.10028
2017-01-03T00:38:00Z,8.6,1.869568,0.509648,2.203945,2017,1,3,2,0,38,0,23.5318
2017-01-03T00:39:00Z,8.6,1.862249,0.50924,1.798051,2017,1,3,2,0,39,0,23.4039
2017-01-03T00:40:00Z,8.683334,1.65667,0.509543,1.880385,2017,1,3,2,0,40,0,23.0857
2017-01-03T00:41:00Z,8.7,1.641258,0.508841,1.869281,2017,1,3,2,0,41,0,23.01387
2017-01-03T00:42:00Z,8.7,1.656635,0.50824,1.544064,2017,1,3,2,0,42,0,22.91138
2017-01-03T00:43:00Z,8.7,1.643588,0.508841,1.654402,2017,1,3,2,0,43,0,22.94577
2017-01-03T00:44:00Z,8.7,1.651638,0.508341,1.485251,2017,1,3,2,0,44,0,22.89271
2017-01-03T00:45:00Z,8.633332,1.653173,0.508543,1.911661,2017,1,3,2,0,45,0,23.30547
2017-01-03T00:46:00Z,8.6,1.847716,0.508946,2.094945,2017,1,3,2,0,46,0,23.49857
2017-01-03T00:47:00Z,8.583334,1.749358,0.508745,1.989886,2017,1,3,2,0,47,0,23.53678
2017-01-03T00:48:00Z,8.5,1.64981,0.508745,1.790602,2017,1,3,2,0,48,0,23.8229
2017-01-03T00:49:00Z,8.5,1.877711,0.508442,1.835267,2017,1,3,2,0,49,0,23.83344
2017-01-03T00:50:00Z,8.466668,1.656545,0.50824,1.677724,2017,1,3,2,0,50,0,23.92667
2017-01-03T00:51:00Z,8.400002,1.656101,0.508337,1.903942,2017,1,3,2,0,51,0,24.27619
2017-01-03T00:52:00Z,8.416668,1.668069,0.507736,1.67026,2017,1,3,2,0,52,0,24.13326
2017-01-03T00:53:00Z,8.5,1.66127,0.508039,1.724941,2017,1,3,2,0,53,0,23.80282
2017-01-03T00:54:00Z,8.5,1.654508,0.507333,1.571281,2017,1,3,2,0,54,0,23.75519
2017-01-03T00:55:00Z,8.5,1.65387,0.50664,1.58655,2017,1,3,2,0,55,0,23.76094
2017-01-03T00:56:00Z,8.5,1.647336,0.506732,1.353882,2017,1,3,2,0,56,0,23.68724
2017-01-03T00:57:00Z,8.566668,1.65418,0.506631,1.463861,2017,1,3,2,0,57,0,23.44409
2017-01-03T00:58:00Z,8.6,1.666849,0.50643,1.700485,2017,1,3,2,0,58,0,23.38009
2017-01-03T00:59:00Z,8.6,1.657463,0.50703,1.695566,2017,1,3,2,0,59,0,23.37791
2017-01-03T01:00:00Z,8.533334,1.652833,0.50703,1.676426,2017,1,3,2,1,0,0,24.67922
2017-01-03T01:01:00Z,8.5,1.652439,0.505833,1.845057,2017,1,3,2,1,1,0,24.87319
2017-01-03T01:02:00Z,8.5,1.657637,0.50653,1.531908,2017,1,3,2,1,2,0,24.77301
2017-01-03T01:03:00Z,8.5,1.660772,0.506929,1.584377,2017,1,3,2,1,3,0,24.78905
2017-01-03T01:04:00Z,8.5,1.648398,0.50924,1.693085,2017,1,3,2,1,4,0,24.82069
2017-01-03T01:05:00Z,8.583334,1.650433,0.511349,1.478704,2017,1,3,2,1,5,0,24.40252
2017-01-03T01:06:00Z,8.650002,1.654508,0.514151,1.391274,2017,1,3,2,1,6,0,24.09311
2017-01-03T01:07:00Z,8.733334,1.64768,0.518356,1.158077,2017,1,3,2,1,7,0,23.66641
2017-01-03T01:08:00Z,8.8,1.650762,0.51886,1.207576,2017,1,3,2,1,8,0,23.40339
2017-01-03T01:09:00Z,8.900002,1.661765,0.519562,1.139188,2017,1,3,2,1,9,0,22.96363
2017-01-03T01:10:00Z,8.900002,1.655907,0.519259,1.435728,2017,1,3,2,1,10,0,23.05805
2017-01-03T01:11:00Z,8.900002,1.654752,0.518759,1.237057,2017,1,3,2,1,11,0,22.9958
2017-01-03T01:12:00Z,8.933334,1.656994,0.519163,1.198516,2017,1,3,2,1,12,0,22.84404
2017-01-03T01:13:00Z,9.116668,1.657322,0.51836,1.04828,2017,1,3,2,1,13,0,22.03302
2017-01-03T01:14:00Z,9.266666,1.651853,0.51786,1.035318,2017,1,3,2,1,14,0,21.40419
2017-01-03T01:15:00Z,9.400002,1.660671,0.517663,1.024358,2017,1,3,2,1,15,0,20.84484
2017-01-03T01:16:00Z,9.483334,1.655664,0.517058,1.110958,2017,1,3,2,1,16,0,20.52566
2017-01-03T01:17:00Z,9.5,1.653074,0.516155,1.002355,2017,1,3,2,1,17,0,20.42299
2017-01-03T01:18:00Z,9.5,1.659757,0.516256,1.265579,2017,1,3,2,1,18,0,20.50611
2017-01-03T01:19:00Z,9.433334,1.67076,0.515953,1.291184,2017,1,3,2,1,19,0,20.79241
2017-01-03T01:20:00Z,9.400002,1.676827,0.515852,1.324412,2017,1,3,2,1,20,0,20.94195
2017-01-03T01:21:00Z,9.400002,1.651875,0.515453,1.189199,2017,1,3,2,1,21,0,20.90008
2017-01-03T01:22:00Z,9.45,1.66117,0.515655,1.299482,2017,1,3,2,1,22,0,20.7261
2017-01-03T01:23:00Z,9.5,1.657674,0.515655,1.193615,2017,1,3,2,1,23,0,20.48414
2017-01-03T01:24:00Z,9.566668,1.666971,0.515151,1.177148,2017,1,3,2,1,24,0,20.20142
2017-01-03T01:25:00Z,9.6,1.66658,0.514554,1.472059,2017,1,3,2,1,25,0,20.15662
2017-01-03T01:26:00Z,9.516666,1.665267,0.515054,1.274469,2017,1,3,2,1,26,0,20.4409
2017-01-03T01:27:00Z,9.5,1.660868,0.514546,1.375287,2017,1,3,2,1,27,0,20.54306
2017-01-03T01:28:00Z,9.5,1.668818,0.51355,1.370182,2017,1,3,2,1,28,0,20.54261
2017-01-03T01:29:00Z,9.5,1.675461,0.513756,1.183014,2017,1,3,2,1,29,0,20.48294
2017-01-03T01:30:00Z,9.566668,1.672782,0.514252,1.268387,2017,1,3,2,1,30,0,20.23139
2017-01-03T01:31:00Z,9.6,1.669567,0.513954,1.163282,2017,1,3,2,1,31,0,20.05955
2017-01-03T01:32:00Z,9.683334,1.664068,0.514853,1.150854,2017,1,3,2,1,32,0,19.70705
2017-01-03T01:33:00Z,9.7,1.669187,0.514055,1.101896,2017,1,3,2,1,33,0,19.623
2017-01-03T01:34:00Z,9.7,1.672587,0.513954,1.472082,2017,1,3,2,1,34,0,19.74032
2017-01-03T01:35:00Z,9.6,1.662659,0.514046,1.583393,2017,1,3,2,1,35,0,20.19261
2017-01-03T01:36:00Z,9.533334,1.664401,0.514651,1.552831,2017,1,3,2,1,36,0,20.4601
