Datetime,Ambient Temperature [ºC],Diffuse Radiation [W/m2],Ultraviolet [W/m2],Global Radiation [W/m2],Datetime.year,Datetime.month,Datetime.day-of-month,Datetime.day-of-week,Datetime.hour,Datetime.minute,Datetime.second,A_Optimal - Power DC [W]
2017-01-01T10:40:00Z,11.3,119.37342,24.515844,507.23184,2017,1,1,7,10,40,0,157.12822
2017-01-01T10:41:00Z,11.350002,125.48496,24.745756,513.752,2017,1,1,7,10,41,0,158.71874
2017-01-01T10:42:00Z,11.433334,131.80724,25.050676,527.123,2017,1,1,7,10,42,0,162.41466
2017-01-01T10:43:00Z,11.5,125.13474,25.181236,531.47248,2017,1,1,7,10,43,0,163.40525
2017-01-01T10:44:00Z,11.5,116.56968,25.22008,524.81048,2017,1,1,7,10,44,0,161.01437
2017-01-01T10:45:00Z,11.5,115.73264,22.853272,395.74788,2017,1,1,7,10,45,0,120.5467
2017-01-01T10:46:00Z,11.450002,140.30396,23.222642,427.67616,2017,1,1,7,10,46,0,131.1461
2017-01-01T10:47:00Z,11.366666,146.91734,24.357056,480.0082,2017,1,1,7,10,47,0,147.54742
2017-01-01T10:48:00Z,11.35,144.57076,24.104652,456.90552,2017,1,1,7,10,48,0,140.03667
2017-01-01T10:49:00Z,11.383334,143.48116,23.66562,425.7236,2017,1,1,7,10,49,0,129.8505
2017-01-01T10:50:00Z,11.400002,152.32306,26.158494,553.1748,2017,1,1,7,10,50,0,169.40703
2017-01-01T10:51:00Z,11.400002,148.50136,25.160304,503.09556,2017,1,1,7,10,51,0,153.87428
2017-01-01T10:52:00Z,11.35,142.21382,20.712782,294.3895,2017,1,1,7,10,52,0,89.91121
2017-01-01T10:53:00Z,11.3,148.82964,20.530012,294.11966,2017,1,1,7,10,53,0,90.38353
2017-01-01T10:54:00Z,11.333334,157.49092,20.9989,306.06784,2017,1,1,7,10,54,0,93.46102
2017-01-01T10:55:00Z,11.416668,168.1917,22.53752,374.884,2017,1,1,7,10,55,0,114.09494
2017-01-01T10:56:00Z,11.5,157.0869,22.239136,355.94472,2017,1,1,7,10,56,0,107.72606
2017-01-01T10:57:00Z,11.5,153.80618,21.023516,304.87216,2017,1,1,7,10,57,0,92.2813
2017-01-01T10:58:00Z,11.5,159.14846,19.94893,267.45444,2017,1,1,7,10,58,0,81.31609
2017-01-01T10:59:00Z,11.5,165.49292,21.44123,312.97974,2017,1,1,7,10,59,0,94.25207
2017-01-01T11:00:00Z,11.433334,171.59794,25.420938,486.394,2017,1,1,7,11,0,0,148.16396
2017-01-01T11:01:00Z,11.400002,186.57158,28.716522,646.46032,2017,1,1,7,11,1,0,197.7362
2017-01-01T11:02:00Z,11.416668,210.7591,29.760938,694.9512,2017,1,1,7,11,2,0,212.49468
2017-01-01T11:03:00Z,11.5,230.6679,29.516548,673.3876,2017,1,1,7,11,3,0,205.01742
2017-01-01T11:04:00Z,11.6,242.8256,25.746722,491.3406,2017,1,1,7,11,4,0,148.33766
2017-01-01T11:05:00Z,11.6,255.05402,22.773164,379.6024,2017,1,1,7,11,5,0,115.12885
2017-01-01T11:06:00Z,11.516666,263.31942,22.774964,385.20436,2017,1,1,7,11,6,0,117.42754
2017-01-01T11:07:00Z,11.5,273.57406,22.560628,381.33596,2017,1,1,7,11,7,0,116.54869
2017-01-01T11:08:00Z,11.5,280.00552,21.9085,363.81224,2017,1,1,7,11,8,0,111.70281
2017-01-01T11:09:00Z,11.483334,289.5021,21.369906,348.7424,2017,1,1,7,11,9,0,107.55263
2017-01-01T11:10:00Z,11.400002,282.98318,20.636186,322.4194,2017,1,1,7,11,10,0,100.18079
2017-01-01T11:11:00Z,11.400002,273.37818,19.573182,289.41308,2017,1,1,7,11,11,0,90.77688
2017-01-01T11:12:00Z,11.400002,269.0817,18.995828,275.36126,2017,1,1,7,11,12,0,87.02501
2017-01-01T11:13:00Z,11.400002,267.18152,18.954394,274.76722,2017,1,1,7,11,13,0,86.90509
2017-01-01T11:14:00Z,11.400002,265.12638,19.417492,282.69796,2017,1,1,7,11,14,0,88.75801
2017-01-01T11:15:00Z,11.400002,261.33152,20.017182,297.69812,2017,1,1,7,11,15,0,92.81818
2017-01-01T11:16:00Z,11.400002,258.01718,20.593852,313.76938,2017,1,1,7,11,16,0,97.29882
2017-01-01T11:17:00Z,11.3,258.59744,21.851882,356.96524,2017,1,1,7,11,17,0,110.33708
2017-01-01T11:18:00Z,11.333334,255.23872,22.636344,379.86168,2017,1,1,7,11,18,0,116.64759
2017-01-01T11:19:00Z,11.3,251.56618,21.881032,359.01028,2017,1,1,7,11,19,0,111.01328
2017-01-01T11:20:00Z,11.3,245.07154,19.13948,283.21484,2017,1,1,7,11,20,0,89.98271
2017-01-01T11:21:00Z,11.3,231.5218,18.19266,255.31786,2017,1,1,7,11,21,0,82.14585
2017-01-01T11:22:00Z,11.3,213.97694,17.706816,232.58064,2017,1,1,7,11,22,0,75.20006
2017-01-01T11:23:00Z,11.3,208.2773,17.433574,219.64686,2017,1,1,7,11,23,0,71.2317
2017-01-01T11:24:00Z,11.283334,203.969,17.302472,212.6945,2017,1,1,7,11,24,0,69.1421
2017-01-01T11:25:00Z,11.2,205.28138,17.33859,213.25924,2017,1,1,7,11,25,0,69.62429
2017-01-01T11:26:00Z,11.2,207.29578,17.36088,211.5503,2017,1,1,7,11,26,0,68.97531
2017-01-01T11:27:00Z,11.25,207.585,17.452056,210.27294,2017,1,1,7,11,27,0,68.12723
2017-01-01T11:28:00Z,11.3,203.59974,17.557696,208.09588,2017,1,1,7,11,28,0,66.94576
2017-01-01T11:29:00Z,11.216668,199.3825,17.717484,204.72664,2017,1,1,7,11,29,0,65.81462
2017-01-01T11:30:00Z,11.233334,205.32112,17.921768,209.85412,2017,1,1,7,11,30,0,67.1132
2017-01-01T11:31:00Z,11.233334,206.32448,18.132102,213.57772,2017,1,1,7,11,31,0,67.99238
2017-01-01T11:32:00Z,11.2,206.2387,18.231346,213.37934,2017,1,1,7,11,32,0,67.86751
2017-01-01T11:33:00Z,11.25,210.97274,18.485842,219.16004,2017,1,1,7,11,33,0,69.15295
2017-01-01T11:34:00Z,11.3,211.28124,18.791986,227.58028,2017,1,1,7,11,34,0,71.27097
2017-01-01T11:35:00Z,11.3,219.7716,19.166276,243.5781,2017,1,1,7,11,35,0,76.10264
2017-01-01T11:36:00Z,11.3,231.92218,19.336276,249.60694,2017,1,1,7,11,36,0,77.84214
2017-01-01T11:37:00Z,11.3,232.1263,19.626152,251.25224,2017,1,1,7,11,37,0,77.83495
2017-01-01T11:38:00Z,11.3,241.70252,19.637556,261.03342,2017,1,1,7,11,38,0,81.21529
2017-01-01T11:39:00Z,11.333334,254.99772,20.11942,274.39506,2017,1,1,7,11,39,0,84.75009
2017-01-01T11:40:00Z,11.400002,262.43522,21.70263,308.77066,2017,1,1,7,11,40,0,93.30445
2017-01-01T11:41:00Z,11.433334,285.51248,29.449392,594.602,2017,1,1,7,11,41,0,177.6875
2017-01-01T11:42:00Z,11.533334,277.22574,24.177978,386.60524,2017,1,1,7,11,42,0,114.98742
2017-01-01T11:43:00Z,11.633334,284.86682,26.108146,454.78012,2017,1,1,7,11,43,0,134.54455
2017-01-01T11:44:00Z,11.733334,282.1827,24.31363,387.43008,2017,1,1,7,11,44,0,114.12597
2017-01-01T11:45:00Z,11.8,298.55408,22.97718,349.78304,2017,1,1,7,11,45,0,103.29061
2017-01-01T11:46:00Z,11.75,303.68338,23.333344,361.70132,2017,1,1,7,11,46,0,106.95388
2017-01-01T11:47:00Z,11.8,308.4346,25.078578,412.18896,2017,1,1,7,11,47,0,120.90797
2017-01-01T11:48:00Z,11.8,316.82656,27.68869,496.3566,2017,1,1,7,11,48,0,145.13232
2017-01-01T11:49:00Z,11.866668,352.21272,34.61498,803.00216,2017,1,1,7,11,49,0,238.28515
2017-01-01T11:50:00Z,11.983334,358.11644,31.376174,657.35492,2017,1,1,7,11,50,0,193.2379
2017-01-01T11:51:00Z,12.1,375.2482,30.417226,632.873,2017,1,1,7,11,51,0,186.03872
2017-01-01T11:52:00Z,12.150002,372.21336,28.274576,555.09816,2017,1,1,7,11,52,0,162.88419
2017-01-01T11:53:00Z,12.3,374.5858,25.08989,457.2998,2017,1,1,7,11,53,0,134.36253
2017-01-01T11:54:00Z,12.45,373.91392,24.7674,445.52696,2017,1,1,7,11,54,0,130.23859
2017-01-01T11:55:00Z,12.533334,381.57048,24.098252,433.49056,2017,1,1,7,11,55,0,126.9866
2017-01-01T11:56:00Z,12.6,397.31752,24.316382,449.334,2017,1,1,7,11,56,0,131.77142
2017-01-01T11:57:00Z,12.6,403.41348,24.94679,466.88396,2017,1,1,7,11,57,0,136.63789
2017-01-01T11:58:00Z,12.5,401.14296,26.119958,513.57232,2017,1,1,7,11,58,0,151.07826
2017-01-01T11:59:00Z,12.433334,395.9276,30.059662,677.38432,2017,1,1,7,11,59,0,200.86336
2017-01-01T12:00:00Z,12.400002,393.53368,32.245372,803.752,2017,1,1,7,12,0,0,241.7746
2017-01-01T12:01:00Z,12.400002,374.46568,31.315512,775.87816,2017,1,1,7,12,1,0,233.92596
2017-01-01T12:02:00Z,12.483334,356.3252,24.104592,493.95972,2017,1,1,7,12,2,0,149.31886
2017-01-01T12:03:00Z,12.566666,334.5238,21.314732,416.75772,2017,1,1,7,12,3,0,127.5717
2017-01-01T12:04:00Z,12.516666,304.82682,19.368472,357.8734,2017,1,1,7,12,4,0,111.14369
2017-01-01T12:05:00Z,12.450002,287.69758,18.121316,316.90146,2017,1,1,7,12,5,0,99.6263
2017-01-01T12:06:00Z,12.400002,281.39066,17.280818,300.23624,2017,1,1,7,12,6,0,95.70938
2017-01-01T12:07:00Z,12.400002,279.42398,16.894408,292.02424,2017,1,1,7,12,7,0,93.61395
2017-01-01T12:08:00Z,12.333334,276.37878,16.858816,284.2738,2017,1,1,7,12,8,0,91.26541
2017-01-01T12:09:00Z,12.283334,282.16854,17.096122,290.93528,2017,1,1,7,12,9,0,93.32379
2017-01-01T12:10:00Z,12.2,275.41146,17.096784,291.96464,2017,1,1,7,12,10,0,94.06098
2017-01-01T12:11:00Z,12.133332,261.46836,17.047952,287.50326,2017,1,1,7,12,11,0,92.9199
2017-01-01T12:12:00Z,12.083334,243.73632,16.745884,275.39652,2017,1,1,7,12,12,0,89.54662
2017-01-01T12:13:00Z,11.950002,223.36956,16.360482,259.46494,2017,1,1,7,12,13,0,85.36766
2017-01-01T12:14:00Z,11.766666,209.78658,15.0748,233.91962,2017,1,1,7,12,14,0,79.82966
2017-01-01T12:15:00Z,11.65,200.58026,14.090542,214.1735,2017,1,1,7,12,15,0,75.418
2017-01-01T12:16:00Z,11.6,192.86878,13.598664,202.98934,2017,1,1,7,12,16,0,72.72415
2017-01-01T12:17:00Z,11.6,187.94784,13.360294,195.82804,2017,1,1,7,12,17,0,70.70669
2017-01-01T12:18:00Z,11.6,186.66448,13.322278,195.4555,2017,1,1,7,12,18,0,70.65593
2017-01-01T12:19:00Z,11.533334,188.41174,13.404466,197.54598,2017,1,1,7,12,19,0,71.50695
2017-01-01T12:20:00Z,11.450002,192.68354,13.479184,199.48888,2017,1,1,7,12,20,0,72.38682
2017-01-01T12:21:00Z,11.45,189.73608,13.531754,195.78414,2017,1,1,7,12,21,0,70.99026
2017-01-01T12:22:00Z,11.5,185.27612,13.595674,192.10038,2017,1,1,7,12,22,0,69.36591
2017-01-01T12:23:00Z,11.516666,183.79836,13.587526,191.07624,2017,1,1,7,12,23,0,68.95513
2017-01-01T12:24:00Z,11.6,183.80912,13.489476,190.35554,2017,1,1,7,12,24,0,68.53949
2017-01-01T12:25:00Z,11.533334,186.54128,13.45766,191.08638,2017,1,1,7,12,25,0,69.14085
2017-01-01T12:26:00Z,11.433334,186.52928,13.441514,192.87416,2017,1,1,7,12,26,0,70.23232
2017-01-01T12:27:00Z,11.366666,189.39112,13.455862,195.7743,2017,1,1,7,12,27,0,71.50074
2017-01-01T12:28:00Z,11.3,192.1047,13.457762,197.8521,2017,1,1,7,12,28,0,72.50637
2017-01-01T12:29:00Z,11.3,189.54114,13.334936,195.2078,2017,1,1,7,12,29,0,71.83339
2017-01-01T12:30:00Z,11.3,187.59076,13.272946,193.0894,2017,1,1,7,12,30,0,71.22073
2017-01-01T12:31:00Z,11.3,193.63328,13.40891,195.5216,2017,1,1,7,12,31,0,71.78397
2017-01-01T12:32:00Z,11.350002,194.8691,13.77738,199.29334,2017,1,1,7,12,32,0,72.14501
2017-01-01T12:33:00Z,11.400002,185.7339,14.052254,196.73854,2017,1,1,7,12,33,0,70.50391
2017-01-01T12:34:00Z,11.45,187.16228,14.238958,196.53704,2017,1,1,7,12,34,0,69.83773
2017-01-01T12:35:00Z,11.5,192.87034,14.452346,198.1173,2017,1,1,7,12,35,0,69.73126
2017-01-01T12:36:00Z,11.483334,202.44234,14.810628,203.87042,2017,1,1,7,12,36,0,71.07398
2017-01-01T12:37:00Z,11.400002,210.4536,15.216816,213.33976,2017,1,1,7,12,37,0,73.91501
2017-01-01T12:38:00Z,11.400002,216.85708,15.576054,219.29108,2017,1,1,7,12,38,0,75.26138
2017-01-01T12:39:00Z,11.3,222.4141,15.955402,227.13378,2017,1,1,7,12,39,0,77.66473
2017-01-01T12:40:00Z,11.3,229.2383,16.348212,235.29326,2017,1,1,7,12,40,0,79.71635
2017-01-01T12:41:00Z,11.3,229.71836,16.589096,234.59466,2017,1,1,7,12,41,0,78.98557
2017-01-01T12:42:00Z,11.383334,222.41966,16.752862,231.34534,2017,1,1,7,12,42,0,77.17576
2017-01-01T12:43:00Z,11.400002,219.46362,16.98482,232.44936,2017,1,1,7,12,43,0,77.03149
2017-01-01T12:44:00Z,11.416668,222.9388,17.238682,238.1552,2017,1,1,7,12,44,0,78.43936
2017-01-01T12:45:00Z,11.5,226.9121,17.468394,244.41616,2017,1,1,7,12,45,0,79.80083
2017-01-01T12:46:00Z,11.5,232.0324,17.643052,246.5595,2017,1,1,7,12,46,0,80.18735
2017-01-01T12:47:00Z,11.433334,241.43706,17.9283,253.4934,2017,1,1,7,12,47,0,82.30748
2017-01-01T12:48:00Z,11.400002,250.50136,18.3509,258.51342,2017,1,1,7,12,48,0,83.33722
2017-01-01T12:49:00Z,11.35,255.08662,18.832762,263.04276,2017,1,1,7,12,49,0,84.15938
2017-01-01T12:50:00Z,11.3,260.73666,19.365396,271.78866,2017,1,1,7,12,50,0,86.3544
2017-01-01T12:51:00Z,11.3,273.53696,22.353858,357.43312,2017,1,1,7,12,51,0,110.32364
2017-01-01T12:52:00Z,11.3,273.60386,21.334402,316.75882,2017,1,1,7,12,52,0,98.11977
2017-01-01T12:53:00Z,11.3,280.6582,20.955572,313.0664,2017,1,1,7,12,53,0,97.56978
2017-01-01T12:54:00Z,11.3,280.9067,21.0299,312.46006,2017,1,1,7,12,54,0,97.20708
2017-01-01T12:55:00Z,11.316668,276.34296,21.319456,310.3201,2017,1,1,7,12,55,0,95.81415
2017-01-01T12:56:00Z,11.400002,264.63186,20.26872,286.79276,2017,1,1,7,12,56,0,89.35274
2017-01-01T12:57:00Z,11.400002,245.96032,19.431916,265.42214,2017,1,1,7,12,57,0,83.595
2017-01-01T12:58:00Z,11.400002,227.57558,18.813014,248.72192,2017,1,1,7,12,58,0,79.03489
2017-01-01T12:59:00Z,11.400002,228.40624,18.485342,246.18084,2017,1,1,7,12,59,0,78.80152
2017-01-01T13:00:00Z,11.35,221.2218,18.398852,239.36848,2017,1,1,7,13,0,0,77.69397
2017-01-01T13:01:00Z,11.266666,211.84252,18.391402,232.57702,2017,1,1,7,13,1,0,75.71329
2017-01-01T13:02:00Z,11.2,208.08778,18.492928,229.8507,2017,1,1,7,13,2,0,74.85145
2017-01-01T13:03:00Z,11.116666,209.66316,18.802164,231.98994,2017,1,1,7,13,3,0,75.33521
2017-01-01T13:04:00Z,11.1,215.4148,19.154752,235.86564,2017,1,1,7,13,4,0,76.04126
2017-01-01T13:05:00Z,11.1,223.08708,19.350696,238.21656,2017,1,1,7,13,5,0,76.45112
2017-01-01T13:06:00Z,11.1,222.90458,19.529852,238.14142,2017,1,1,7,13,6,0,76.06475
2017-01-01T13:07:00Z,11.1,225.5064,19.749154,239.39714,2017,1,1,7,13,7,0,76.05685
2017-01-01T13:08:00Z,11.083334,223.86914,20.086376,242.73858,2017,1,1,7,13,8,0,76.62565
2017-01-01T13:09:00Z,11.1,231.98536,20.416736,257.66622,2017,1,1,7,13,9,0,81.09956
2017-01-01T13:10:00Z,11.1,241.92574,24.63597,385.15664,2017,1,1,7,13,10,0,117.26529
2017-01-01T13:11:00Z,11.1,233.67858,27.337442,469.34572,2017,1,1,7,13,11,0,141.35624
2017-01-01T13:12:00Z,11.183334,228.34016,24.740194,372.70264,2017,1,1,7,13,12,0,112.36556
2017-01-01T13:13:00Z,11.2,227.41094,26.698814,446.94444,2017,1,1,7,13,13,0,134.37413
2017-01-01T13:14:00Z,11.266666,222.99574,31.675094,654.71196,2017,1,1,7,13,14,0,196.89986
2017-01-01T13:15:00Z,11.3,217.24158,26.676894,450.384,2017,1,1,7,13,15,0,135.21754
2017-01-01T13:16:00Z,11.400002,215.29848,24.232122,354.06876,2017,1,1,7,13,16,0,105.95411
2017-01-01T13:17:00Z,11.433334,213.58372,33.568856,719.59744,2017,1,1,7,13,17,0,215.13314
2017-01-01T13:18:00Z,11.5,195.3608,30.155692,568.99256,2017,1,1,7,13,18,0,168.97767
2017-01-01T13:19:00Z,11.583334,196.57228,32.929204,676.38656,2017,1,1,7,13,19,0,200.67152
2017-01-01T13:20:00Z,11.683334,204.4452,33.085892,688.64088,2017,1,1,7,13,20,0,204.19828
2017-01-01T13:21:00Z,11.766666,218.26398,34.405276,738.32592,2017,1,1,7,13,21,0,218.56047
2017-01-01T13:22:00Z,11.850002,231.63862,34.882632,766.31624,2017,1,1,7,13,22,0,227.01481
2017-01-01T13:23:00Z,11.95,238.5673,34.0369,727.73992,2017,1,1,7,13,23,0,214.74657
2017-01-01T13:24:00Z,12.083334,238.51514,28.8108,504.03624,2017,1,1,7,13,24,0,146.28516
2017-01-01T13:25:00Z,12.1,241.22328,27.781004,463.3654,2017,1,1,7,13,25,0,134.02444
2017-01-01T13:26:00Z,12.1,238.14704,30.257322,560.8178,2017,1,1,7,13,26,0,163.20348
2017-01-01T13:27:00Z,12.1,236.76368,34.445116,747.51688,2017,1,1,7,13,27,0,220.21242
2017-01-01T13:28:00Z,12.066668,232.66212,30.083572,556.02448,2017,1,1,7,13,28,0,162.03146
2017-01-01T13:29:00Z,11.950002,233.07072,33.700076,707.17,2017,1,1,7,13,29,0,208.2294
2017-01-01T13:30:00Z,11.900002,207.57464,25.80145,376.03592,2017,1,1,7,13,30,0,108.35308
2017-01-01T13:31:00Z,11.900002,206.41404,33.20819,677.7872,2017,1,1,7,13,31,0,199.2064
2017-01-01T13:32:00Z,11.816668,188.2268,33.315338,678.2832,2017,1,1,7,13,32,0,199.57187
2017-01-01T13:33:00Z,11.8,186.65456,33.299138,674.13336,2017,1,1,7,13,33,0,198.2262
2017-01-01T13:34:00Z,11.8,187.26986,33.369876,674.73648,2017,1,1,7,13,34,0,198.29365
2017-01-01T13:35:00Z,11.866668,184.19244,33.462582,676.47792,2017,1,1,7,13,35,0,198.4371
2017-01-01T13:36:00Z,11.983334,184.68392,33.499462,681.57968,2017,1,1,7,13,36,0,199.64518
2017-01-01T13:37:00Z,12.05,183.99642,26.744532,402.19616,2017,1,1,7,13,37,0,115.03598
2017-01-01T13:38:00Z,12.083334,200.47216,23.685608,300.34616,2017,1,1,7,13,38,0,85.30935
2017-01-01T13:39:00Z,12.1,211.19454,21.691652,245.70116,2017,1,1,7,13,39,0,70.07054
2017-01-01T13:40:00Z,12.2,219.5492,22.664594,269.08014,2017,1,1,7,13,40,0,75.85243
2017-01-01T13:41:00Z,12.1,223.82202,22.74452,277.98648,2017,1,1,7,13,41,0,79.23436
2017-01-01T13:42:00Z,12.033334,226.16646,22.20227,260.83654,2017,1,1,7,13,42,0,74.59718
2017-01-01T13:43:00Z,11.866666,234.64724,22.81031,275.27784,2017,1,1,7,13,43,0,79.13367
2017-01-01T13:44:00Z,11.716668,246.18148,24.877818,331.05776,2017,1,1,7,13,44,0,95.14133
2017-01-01T13:45:00Z,11.683334,254.05216,26.395964,377.42272,2017,1,1,7,13,45,0,108.45979
2017-01-01T13:46:00Z,11.6,260.7463,30.01018,518.45476,2017,1,1,7,13,46,0,150.95754
2017-01-01T13:47:00Z,11.6,267.60952,31.311896,580.76396,2017,1,1,7,13,47,0,170.1579
2017-01-01T13:48:00Z,11.650002,262.15308,31.835818,595.16548,2017,1,1,7,13,48,0,173.94881
2017-01-01T13:49:00Z,11.766666,261.48288,32.743038,648.81812,2017,1,1,7,13,49,0,190.42412
2017-01-01T13:50:00Z,11.900002,257.16544,30.316808,552.50396,2017,1,1,7,13,50,0,160.98576
2017-01-01T13:51:00Z,11.983334,261.59866,28.755456,498.41416,2017,1,1,7,13,51,0,144.79901
2017-01-01T13:52:00Z,12.1,264.87696,32.15916,651.46968,2017,1,1,7,13,52,0,191.07823
2017-01-01T13:53:00Z,12.1,261.80136,30.16577,564.03704,2017,1,1,7,13,53,0,164.45492
2017-01-01T13:54:00Z,12.116666,273.90622,32.831208,681.4852,2017,1,1,7,13,54,0,200.15006
2017-01-01T13:55:00Z,12.2,272.55316,31.077736,598.74408,2017,1,1,7,13,55,0,174.32345
2017-01-01T13:56:00Z,12.2,281.73574,32.013858,645.08576,2017,1,1,7,13,56,0,188.65737
2017-01-01T13:57:00Z,12.2,291.10044,27.750528,470.71596,2017,1,1,7,13,57,0,136.10085
2017-01-01T13:58:00Z,12.266666,324.99194,34.324984,763.47072,2017,1,1,7,13,58,0,225.09723
2017-01-01T13:59:00Z,12.466666,334.78662,34.979096,805.2668,2017,1,1,7,13,59,0,237.53917
2017-01-01T14:00:00Z,12.683334,343.47752,33.45182,764.63504,2017,1,1,7,14,0,0,226.28415
2017-01-01T14:01:00Z,12.7,351.93692,33.574264,786.62272,2017,1,1,7,14,1,0,233.64986
2017-01-01T14:02:00Z,12.783334,341.20068,30.134452,640.93572,2017,1,1,7,14,2,0,189.18019
2017-01-01T14:03:00Z,12.8,329.23318,25.101606,452.49252,2017,1,1,7,14,3,0,133.22278
2017-01-01T14:04:00Z,12.733334,320.06336,22.658342,383.40828,2017,1,1,7,14,4,0,114.23921
2017-01-01T14:05:00Z,12.616666,302.88688,21.370496,341.0598,2017,1,1,7,14,5,0,102.53759
2017-01-01T14:06:00Z,12.450002,285.19718,20.833832,319.46112,2017,1,1,7,14,6,0,96.81409
2017-01-01T14:07:00Z,12.400002,274.21348,20.59456,306.7192,2017,1,1,7,14,7,0,93.07444
2017-01-01T14:08:00Z,12.366666,269.91488,20.519612,303.31564,2017,1,1,7,14,8,0,92.18764
2017-01-01T14:09:00Z,12.3,264.34006,20.526422,302.04896,2017,1,1,7,14,9,0,92.03265
2017-01-01T14:10:00Z,12.3,258.55106,20.579054,302.34156,2017,1,1,7,14,10,0,92.04422
2017-01-01T14:11:00Z,12.266666,259.34546,20.677816,304.92684,2017,1,1,7,14,11,0,92.89363
2017-01-01T14:12:00Z,12.2,262.10952,20.80937,311.83658,2017,1,1,7,14,12,0,95.33169
2017-01-01T14:13:00Z,12.283334,265.76544,20.855038,317.05404,2017,1,1,7,14,13,0,96.69859
2017-01-01T14:14:00Z,12.3,272.36532,21.149882,331.20748,2017,1,1,7,14,14,0,100.97655
2017-01-01T14:15:00Z,12.3,272.70408,21.523674,348.0082,2017,1,1,7,14,15,0,106.11164
2017-01-01T14:16:00Z,12.3,271.6903,21.0358,329.75486,2017,1,1,7,14,16,0,100.69875
2017-01-01T14:17:00Z,12.3,266.4412,20.519496,311.06936,2017,1,1,7,14,17,0,95.20252
2017-01-01T14:18:00Z,12.3,260.05068,20.163808,301.51566,2017,1,1,7,14,18,0,92.58646
2017-01-01T14:19:00Z,12.3,247.36702,19.461122,280.92344,2017,1,1,7,14,19,0,86.81621
2017-01-01T14:20:00Z,12.3,240.456,19.07441,270.38632,2017,1,1,7,14,20,0,83.91925
2017-01-01T14:21:00Z,12.3,244.01934,18.976404,271.54058,2017,1,1,7,14,21,0,84.5118
2017-01-01T14:22:00Z,12.3,241.86786,18.792032,266.18572,2017,1,1,7,14,22,0,83.01164
2017-01-01T14:23:00Z,12.216668,233.92964,18.457372,257.41532,2017,1,1,7,14,23,0,80.99209
2017-01-01T14:24:00Z,12.166668,230.88988,18.253252,251.54744,2017,1,1,7,14,24,0,79.57035
2017-01-01T14:25:00Z,12.1,227.32282,17.939184,240.61784,2017,1,1,7,14,25,0,76.66931
2017-01-01T14:26:00Z,12.1,216.33868,17.687888,230.1241,2017,1,1,7,14,26,0,73.52558
2017-01-01T14:27:00Z,12.033334,209.59694,17.484884,226.01986,2017,1,1,7,14,27,0,72.80131
2017-01-01T14:28:00Z,12.0,199.88372,17.212562,217.01368,2017,1,1,7,14,28,0,70.36208
2017-01-01T14:29:00Z,12.0,187.5485,16.90733,205.43766,2017,1,1,7,14,29,0,66.95107
2017-01-01T14:30:00Z,12.0,179.57292,16.749598,197.56084,2017,1,1,7,14,30,0,64.52845
2017-01-01T14:31:00Z,12.0,184.57642,16.818972,197.55534,2017,1,1,7,14,31,0,64.37402
2017-01-01T14:32:00Z,12.0,198.23792,17.02881,208.8982,2017,1,1,7,14,32,0,67.89186
2017-01-01T14:33:00Z,12.0,201.17968,17.156992,214.97516,2017,1,1,7,14,33,0,69.75612
2017-01-01T14:34:00Z,12.0,200.26194,16.929596,216.40322,2017,1,1,7,14,34,0,70.71655
2017-01-01T14:35:00Z,11.900002,181.88926,16.271812,199.52816,2017,1,1,7,14,35,0,66.60574
2017-01-01T14:36:00Z,11.900002,159.5426,15.60302,178.21422,2017,1,1,7,14,36,0,60.53927
2017-01-01T14:37:00Z,11.900002,139.30718,15.13429,160.2274,2017,1,1,7,14,37,0,55.23085
2017-01-01T14:38:00Z,11.900002,129.3636,14.834554,149.52734,2017,1,1,7,14,38,0,52.1096
2017-01-01T14:39:00Z,11.8,115.25418,14.617964,136.21118,2017,1,1,7,14,39,0,48.34732
2017-01-01T14:40:00Z,11.8,107.8332,14.372004,125.58716,2017,1,1,7,14,40,0,45.13801
2017-01-01T14:41:00Z,11.8,105.58772,14.097158,116.10374,2017,1,1,7,14,41,0,42.37321
2017-01-01T14:42:00Z,11.75,104.21642,13.960964,113.25572,2017,1,1,7,14,42,0,41.86885
2017-01-01T14:43:00Z,11.683334,102.4801,14.010484,115.20288,2017,1,1,7,14,43,0,42.74436
2017-01-01T14:44:00Z,11.6,99.799008,14.18277,116.9024,2017,1,1,7,14,44,0,43.36056
2017-01-01T14:45:00Z,11.6,96.540504,14.38497,116.9392,2017,1,1,7,14,45,0,42.97499
2017-01-01T14:46:00Z,11.6,94.299016,14.538194,116.56136,2017,1,1,7,14,46,0,42.54003
2017-01-01T14:47:00Z,11.566668,96.957456,14.568948,114.91044,2017,1,1,7,14,47,0,42.03682
2017-01-01T14:48:00Z,11.5,98.461984,14.609174,115.92324,2017,1,1,7,14,48,0,42.59522
2017-01-01T14:49:00Z,11.5,103.14274,14.675694,119.37574,2017,1,1,7,14,49,0,43.65928
2017-01-01T14:50:00Z,11.5,112.10268,14.848366,127.9404,2017,1,1,7,14,50,0,46.29036
2017-01-01T14:51:00Z,11.5,123.92992,15.093068,139.85554,2017,1,1,7,14,51,0,49.94334
2017-01-01T14:52:00Z,11.483334,133.4753,15.348844,151.92804,2017,1,1,7,14,52,0,53.70713
2017-01-01T14:53:00Z,11.400002,137.451,15.56981,159.66244,2017,1,1,7,14,53,0,56.32322
